"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"714836209961291776","714835423692869632","3138788114","2016-03-29 15:26:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 학살기관 대담 한 번 사서 읽어보고 싶은데, 왠지 아니메 극장판이나 할리우드 영화 개봉 이후에 대담까지 실린 정발본이 나올 느낌이 드네요. (...","","","",""
"714835091793424384","714833646486573056","3255599052","2016-03-29 15:22:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 근데 '기록'이나 '평집'은 전부 블로그에 실려있던 내용인가요? 맞다면 웹아카이브로만 봐도 될 거 같아서...","","","",""
"714833646486573056","714833028632027136","3138788114","2016-03-29 15:16:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 신자 주제에 안 사다니! (철썩철썩)","","","",""
"714832954304770048","714830810348539905","3138788114","2016-03-29 15:13:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 아, The Indifference Engine은 그냥 사서 보면 되니까, 차라리 학살기관 일본판에만 수록된 대담을 번역해주시는 건 어떨까요 (...","","","",""
"714831621724057600","714830810348539905","3138788114","2016-03-29 15:08:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 열혈 신자가 있으니 이렇게 편할 수가 없네요. 나스 키노코 신자는 어디에 있는 걸까... (뻔뻔)","","","",""
"714830554420486144","714830027368431616","3138788114","2016-03-29 15:04:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 학살기관 외전이나 번역하세요 (철썩)","","","",""
"714829438525972481","","","2016-03-29 14:59:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","이 분들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
https://t.co/uKqFfNoJdv","","","","http://gall.dcinside.pw/mgallery/board/view/?id=project_itoh&no=19&page=1"
"714826190578589696","","","2016-03-29 14:46:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","갤러리 내 댓글은 훈훈한데 힛갤행 공개능욕
https://t.co/5wqORYKHPz","","","","http://gall.dcinside.pw/board/view/?id=toy&no=394528&page="
"714819238754525184","714817395521495040","1696420058","2016-03-29 14:19:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 왕도적인 첩보 드라마를 요즘 못 보긴 했네요. 다 어딘가 변칙적인 소재로 흥미를 끌려고 하니.","","","",""
"714816935179866113","714815725097988097","1696420058","2016-03-29 14:10:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 24는 요즘 보면 너무 조해요. 플롯 면에서부터...","","","",""
"714815078541885441","714814207229710337","1696420058","2016-03-29 14:02:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 첩보 소설은 전혀 모르는데, 미래 지향적인 첩보물로 가장 추천하는 건가요? 저는 근미래를 선호해서요. // 그냥 요즘 넷플릭스에서 첩보물만 연달아보다보니 텍스트 쪽으로도 발을 넓혀볼까 해서...","","","",""
"714814109942816768","714813741263523840","1696420058","2016-03-29 13:58:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 소셜 엔지니어링은 멋이 없잖아요 (철썩철썩)","","","",""
"714813409137545220","","","2016-03-29 13:56:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","예스24 3월 적립금 5천원. 도서정가제라고 해도 예스24랑 알라딘을 병행하면 평균 8000원 정도는 매달 이득 보는 거 같네요. 책을 별로 안 보는 사람들이 도서정가제를 탓하는 건 그래서 이해가 안 되는 면이 있어요.","","","",""
"714812073876660224","714811719688663044","1696420058","2016-03-29 13:50:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 빠른 번역 부탁합니다 (당당)","","","",""
"714810941989195779","714810474613768194","1696420058","2016-03-29 13:46:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 너무 옛날 텍스트잖아요 (철썩) https://t.co/mtjNt93Pzm","","","","http://twitter.com/kanokara/status/714810941989195779/photo/1"
"714809781316222976","","","2016-03-29 13:41:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","정보기관
https://t.co/vCQE4IowCN

역시 한국 지성의 미래는 나무위키에 있네요 (...","","","","https://namu.wiki/w/%EC%A0%95%EB%B3%B4%EA%B8%B0%EA%B4%80"
"714809134298898432","714806329341136896","1696420058","2016-03-29 13:39:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 네, 과거 지향적인 건 배제하고, 미래 지향적인 걸로 부탁해요. SF도 좋고...","","","",""
"714805510088732672","","1696420058","2016-03-29 13:24:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 첩보 조직 / 첩보 방식(내부룰) 같은 거 알기 쉽게 정리한 자료 모르나요?","","","",""
"714803327188336641","714802970295046144","3138788114","2016-03-29 13:16:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog 이토 케이카쿠에 헌정한 작품은 없나요? (...","","","",""
"714802710290124801","","3138788114","2016-03-29 13:13:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog SF소설 쓴 거 어디에 올리세요? 저번에 어디 올리셨던 거 같은데...","","","",""
"714801161128116224","714795911528845312","3284539946","2016-03-29 13:07:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@u554433 번역 기사를 쓴 사람이 재구성을 하는 과정에서 문제가 생긴 거 같네요.
https://t.co/vRS1DRggm4","","","","https://note.mu/kagamihiroyuki/n/n4d8a2555c667"
"714726138090807298","","","2016-03-29 08:09:24 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","여태 설리랑 설현이랑 동일인물로 착각하고 있었네요 (.....","","","",""
"714648449442979840","","","2016-03-29 03:00:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","노짱저장소) 노무현 사법고시 합격수기
https://t.co/7S6RpiQDG1

빛의 노사모...","","","","http://www.ilbe.com/1554215315"
"714619498708340736","","","2016-03-29 01:05:40 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @esthlos: 前 국립국어원장의 고백 ˝띄어쓰기, 나도 자신 없다˝ : 조선일보 - 문화 https://t.co/ddem24TcFz","714605013255847936","129538757","2016-03-29 00:08:06 +0000","http://news.chosun.com/site/data/html_dir/2013/05/21/2013052103173.html?outlink=twitter,http://news.chosun.com/site/data/html_dir/2013/05/21/2013052103173.html?outlink=twitter"
"714521568810938369","","","2016-03-28 18:36:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @parkpico: 이거 볼 수록 어이가 없다 ㅋㅋㅋㅋ 뜨거운거 잡았을 때의 고통을 아니까 여자들은 저걸 어떻게 잘 잡을까? 하는 의문이 생기고 그 답을 '피부가 두꺼운건지 냉각기능이 있는건지' 하면서 통각을 없애버림 ㅋㅋㅋ https://t.…","714360779684716544","586377372","2016-03-28 07:57:36 +0000","http://twitter.com/parkpico/status/714360779684716544/photo/1,http://twitter.com/parkpico/status/714360779684716544/photo/1"
"714494923148382209","","","2016-03-28 16:50:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","씁 님이 알라딘에서 CUT 4월호를 구매한 게 이런 이유에서였나요... 완전 프로 블로거야...!
https://t.co/dlOImMZFyD","","","","http://maidsuki.egloos.com/4263639"
"714488692623020032","","","2016-03-28 16:25:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","빈곤은 최소한의 존엄마저도 앗아간다.","","","",""
"714471782812495876","714471443048714242","1696420058","2016-03-28 15:18:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sayanghwa 정상인 사람이 아닌 거 같네요...","","","",""
"714461997065052160","","","2016-03-28 14:39:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","스토리펀딩이 텀블벅적인 부분도 추가됐네요. (리워딩)
https://t.co/D3WvCTWQgT","","","","https://storyfunding.daum.net/episode/6042"
"714460378642513926","714460196853035008","3138788114","2016-03-28 14:33:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dvddog @Bloomers_Suki 역시 게시판이란 아키텍쳐는 세상에서 없어져야 합니다 (단호)","","","",""
"714459614696243205","","","2016-03-28 14:30:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @uhmkiho: 한국이 어떻게 신분제 사회가 되었는지를 명예를 키워드로 세월호 비정규직 교사 순직 문제로 짚어 본 제 경향칼럼입니다 https://t.co/tnhkLLwOag","714313564593344513","72591362","2016-03-28 04:49:59 +0000","http://m.khan.co.kr/view.html?artid=201603272113355&code=990100,http://m.khan.co.kr/view.html?artid=201603272113355&code=990100"
"714458887932383232","714458428161134593","220722651","2016-03-28 14:27:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Bloomers_Suki 무슨 사유에서...? 그런데 루리웹에 글 쓸 때 사진 몇 개 이상 첨부해야 된다, 그런 규정이 있는 게시판도 있어요?","","","",""
"714458314256429056","714457732674297857","220722651","2016-03-28 14:25:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Bloomers_Suki 링크 주세요 (철썩)","","","",""
"714457360698200064","","","2016-03-28 14:21:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MittLivSomHund: “(낮은 투표율의)책임을 시민의 무지･무관심･무기력 탓으로 돌리는 것은 공동체 내의 좀 더 부유한 계층이 보여 주는 매우 전형적인 행태이다. 이는 어떤 정치체제에서나 늘 하층계급의 배제를 정당화하기 위해 사용되어 …","714450156125421569","316855109","2016-03-28 13:52:45 +0000",""
"714440613354037248","","","2016-03-28 13:14:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","단순히 상상력의 제한의 문제가 아니라, 성애도 서사의 일부로 자연스레 다뤄질 때 비로소 생기는 '격조' 같은 게 있단 사실을 하우스 오브 카드를 보면 알 수 있어요. 소설이 다루는 인간의 내면과 심리도 그렇고.","","","",""
"714438542131220481","714437645535813634","3255599052","2016-03-28 13:06:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","이 장르로 쥬브나일 포르노를 써보고 싶다는 생각을 벌써 5년째 하고 있는 듯...","","","",""
"714437645535813634","714437109768060929","3255599052","2016-03-28 13:03:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","제가 좋아하는 장르네요 (...) 도바시 신지로라든가.
https://t.co/xqec50Us52","","","","http://news.sbs.co.kr/news/endPage.do?news_id=N1003491200&oaid=N1002044104"
"714437109768060929","714436970336821248","3255599052","2016-03-28 13:00:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""악랄함을 보여주는 대목도 있었습니다. 박 씨에 대해 안 좋은 이야기를 하는 학생을 고자질하면 곧바로 최고 등급으로 올려줬습니다. 어린이들이 서로를 감시해 자신의 학대가 밖으로 드러나지 않게 한 겁니다. 아이들은 서로가 서로를 감시해야 했습니다.""","","","",""
"714436970336821248","","","2016-03-28 13:00:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""실체는 충격적이었다. 박 씨는 우선 반 아이들을 동물에 빗대 등급을 나눴다. 힘이 센 동물부터 약한 동물이었는데, 사자, 호랑이, 표범, 여우, 토끼, 개미 순이었다. 자신의 말을 잘 들으면 높은 등급을 주고 그렇지 않으면 낮은 등급에 앉혔다.""","","","",""
"714431209359564805","","","2016-03-28 12:37:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @byeongsandang: [취재파일] '전기 먹는 하마' 셋톱박스의 비밀
출처 : SBS 뉴스 
원본 링크 : https://t.co/p3tBQVk8RG
전기 아끼고 싶으면 셋톱박스 꺼야 됨. 아예 코드를 뽑았더니 7천원~1만원 절약. 시발…","714430222385307648","3312066631","2016-03-28 12:33:33 +0000","http://news.sbs.co.kr/news/endPage.do?news_id=N1002044104&plink=COPYPASTE&cooper=SBSNEWSEND,http://news.sbs.co.kr/news/endPage.do?news_id=N1002044104&plink=COPYPASTE&cooper=SBSNEWSEND"
"714430151287701504","","","2016-03-28 12:33:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","히틀러 모에화도 아무렇지 않았는데, 경주마 모에화에 불편함을 느끼게 될 줄이야...","","","",""
